speed;rate;vol;wear;rough;cost;victories;defeats;draws
80;52.23;5828.48;3.02;0.36;22.9;746;253;0
78.6;50;5000;3.33;0.34;20.47;883;116;0
80;57.95;5160.16;3.3;0.37;19.53;657;342;0
80;53.23;5048.21;3.3;0.35;19.87;759;240;0
80;72.35;5000.01;3.47;0.4;17.39;328;671;0
80;57.23;5738.71;3.1;0.37;21.7;622;377;0
80;61.94;5000;3.4;0.38;18.47;529;470;0
80;53.95;5707.61;3.07;0.36;22.13;699;300;0
80;97.77;5000;3.79;0.45;16.14;95;904;0
80;50.83;5783.7;3.02;0.35;22.99;812;187;0
80;50;5163.84;3.21;0.34;20.82;923;76;0
74.34;50;5000;3.52;0.34;21.15;507;492;0
78.34;50;5000;3.34;0.34;20.51;864;135;0
80;50;6428.05;2.9;0.35;25.83;829;170;0
80;67.78;5006.12;3.44;0.39;17.84;413;586;0
80;72.76;5000;3.48;0.4;17.36;320;679;0
80;68.31;5778.95;3.17;0.4;20.38;411;588;0
80;62.73;5000;3.41;0.38;18.38;510;489;0
80;79.53;5000.01;3.53;0.42;16.86;234;765;0
80;80.08;5000;3.53;0.42;16.83;230;769;0
80;76.21;5000.01;3.5;0.41;17.09;271;728;0
80;52.93;5363.52;3.17;0.35;21.03;732;267;0
80;59.76;5056.77;3.36;0.37;18.94;597;402;0
80;80.81;5000;3.54;0.42;16.78;225;774;0
80;50;5669.86;3.04;0.35;22.7;914;85;0
79.99;54.64;5716.07;3.08;0.36;22.04;684;315;0
80;103.62;5000;3.92;0.46;16.06;52;947;0
80;50;6430.75;2.9;0.35;25.84;828;171;0
80;50;6387.98;2.9;0.35;25.65;832;167;0
80;50;6601.68;2.89;0.35;26.59;809;190;0
80;101.71;5000;3.87;0.45;16.08;67;932;0
80;96.17;5000;3.75;0.44;16.17;105;894;0
80;104.61;5000;3.95;0.46;16.05;44;955;0
80;72.59;5000;3.48;0.4;17.37;323;676;0
80;55.97;5000;3.35;0.36;19.29;677;322;0
80;54.5;5000;3.34;0.36;19.51;720;279;0
80;58.23;5810.78;3.09;0.37;21.82;591;408;0
80;70.42;5680;3.22;0.4;19.8;395;604;0
80;60.74;5949.09;3.07;0.38;21.97;521;478;0
80;54.12;5012.02;3.33;0.36;19.61;734;265;0
80;56.51;5956.7;3.04;0.37;22.66;627;372;0
80;59.62;5721.03;3.12;0.38;21.28;561;438;0
80;63.71;5176.03;3.34;0.38;18.83;540;459;0
80;64.09;5766.08;3.14;0.39;20.83;477;522;0
80;91.52;5000;3.67;0.44;16.3;141;858;0
80;55.54;5489.11;3.15;0.36;21.05;666;333;0
79.99;66.29;5020.89;3.43;0.39;18.04;445;554;0
80;51.81;5711.18;3.05;0.35;22.52;763;236;0
80;67.19;5000;3.44;0.39;17.88;423;576;0
80;63.76;5581.32;3.19;0.39;20.21;514;485;0
80;50;6678.94;2.89;0.35;26.93;801;198;0
80;69.96;5000.17;3.46;0.4;17.6;368;631;0
80;56.51;5887.5;3.05;0.37;22.39;633;366;0
80;103.34;5000;3.92;0.45;16.06;55;944;0
80;53.19;5835.86;3.03;0.36;22.76;716;283;0
80;73.44;5000;3.48;0.41;17.3;311;688;0
80;68.71;5833.91;3.16;0.4;20.53;397;602;0
80;59.04;5000;3.38;0.37;18.85;600;399;0
80;84.91;5000.01;3.58;0.43;16.56;191;808;0
80;54.54;5609.28;3.11;0.36;21.66;686;313;0
80;52.79;5000;3.32;0.35;19.78;775;224;0
80;50;5243.89;3.18;0.34;21.11;912;87;0
80;55.07;5738.29;3.08;0.36;22.05;672;327;0
80;53.37;5835.86;3.03;0.36;22.73;711;288;0
80;50.32;5379.77;3.13;0.35;21.54;902;97;0
80;90.42;5000;3.66;0.44;16.33;148;851;0
80;107.21;5000.01;4.02;0.46;16.04;17;982;0
80;56.95;5000.38;3.36;0.36;19.14;649;350;0
80;66.99;5811.1;3.16;0.4;20.64;429;570;0
80;102.3;5000;3.89;0.45;16.07;64;935;0
79.99;75.41;5316.62;3.37;0.41;18.14;353;646;0
80;53.19;5786.55;3.04;0.36;22.57;720;279;0
80;64.04;5731.17;3.15;0.39;20.71;488;511;0
80;50;5823.02;3;0.35;23.3;900;99;0
80;65.48;5000;3.43;0.39;18.06;456;543;0
80;50.21;5143.7;3.22;0.34;20.72;922;77;0
80;70.59;5001.35;3.46;0.4;17.55;358;641;0
80;53.19;5620.85;3.09;0.36;21.93;723;276;0
80;55.58;5425.36;3.18;0.36;20.81;669;330;0
80;66.13;5000;3.43;0.39;17.99;444;555;0
80;61.08;5081.81;3.36;0.38;18.84;572;427;0
80;52.93;5850.67;3.02;0.36;22.86;723;276;0
79.99;53.17;5707.74;3.06;0.36;22.27;723;276;0
80;69.04;5000;3.45;0.4;17.69;387;612;0
